date_time,country,city,state,shape,summary,lat,lng,location
11/8/16 22:30,USA,South Gate,CA,Fireball,Look up at the sky to see a ball of green blue light dash quickly across ,33.9463456,-118.2009809,POINT(-118.2009809 33.9463456)
,,,,,and disappear. ((anonymous report)),,,
11/8/16 22:30,USA,Exeter,NH,Triangle,I see a bright white light far ahead in the sky. At first I thought it was ,42.981477,-70.9478342,POINT(-70.9478342 42.981477)
,,,,,just a plane. ((anonymous report)),,,
11/8/16 22:01,USA,Ocean City,MD,Other,Orange bright light in the sky. ((anonymous report)),38.3348728,-75.0847658,POINT(-75.0847658 38.3348728)
11/8/16 22:00,USA,SeaTac,WA,Chevron,Flying wing spotted over SeaTac Airport at night.,47.44259955,-122.2930652,POINT(-122.293065163925 47.44259955)
11/8/16 22:00,USA,North Providence,RI,Light,A bright light moving zig-zag formation. Not like a satellite or airplane ,41.8500997,-71.4661702,POINT(-71.4661702 41.8500997)
,,,,,that moves straight. Then disappeared. ((anonymous report)),,,
11/8/16 22:00,USA,Oysterville,WA,Light,"Ball of light spotted over Oysterville, Washington.",46.548987,-124.0282199,POINT(-124.0282199 46.548987)
12/20/16 22:30,USA,Santa Rosa,CA,Sphere,Bright orange planet-like object sighted near Cassiopia,38.4404675,-122.7144313,POINT(-122.7144313 38.4404675)
12/18/16 19:00,USA,Lancaster,OH,Light,I thought they were plane lights at first but in a umbrella formation they ,39.7136754,-82.5993293,POINT(-82.5993293 39.7136754)
,,,,,never moved. Just a yellowish white lights.,,,
11/28/16 18:00,USA,Seekonk,RI,Circle,"White circular shaped object flying about 300 feet, traveling more than 200 ",41.8674548,-71.3797769,POINT(-71.3797769 41.8674548)
,,,,,MPH!,,,
11/8/16 22:00,USA,Curlew,WA,Chevron,Explained chevron ufo sightings on 08/11/2016.,48.8854493,-118.5994713,POINT(-118.5994713 48.8854493)
11/8/16 22:00,USA,York,PA,Other,I seen two sets of flashing red and white lights coming towards each other. ,39.962398,-76.7273919,POINT(-76.7273919 39.962398)
,,,,,((anonymous report)),,,
11/8/16 22:00,USA,Shrewsbury,PA,Sphere,A bright white object that was stationaly slowly started to move.This ,39.7687574,-76.6796517,POINT(-76.6796517 39.7687574)
,,,,,looked about as bright as the north star.,,,
11/8/16 21:45,USA,Naches,WA,Formation,Chopper was keeping pace with orbs.,46.730958,-120.6995159,POINT(-120.6995159 46.730958)
11/8/16 21:30,USA,Lawrenceville,GA,Light,Bright white light over Lawrenceville/North Georgia,33.9562149,-83.9879624,POINT(-83.9879624 33.9562149)
11/8/16 21:30,USA,Fort Collins,CO,Cylinder,"The brightest, largest light we have ever seen was moving near the ground ",40.5508527,-105.0668084,POINT(-105.0668084 40.5508527)
,,,,,"from East to West at the speed of a jet, flashing every half",,,
11/8/16 21:30,USA,Lawrenceville,GA,Light,Bright white light over Lawrenceville/North Georgia. ((anonymous report)),33.9562149,-83.9879624,POINT(-83.9879624 33.9562149)
11/8/16 21:20,USA,Brooklyn,NY,Triangle,My boyfriend and I saw two V-shaped objects flying slowly with no sound in ,40.64530975,-73.95502293,POINT(-73.9550229275334 40.64530975)
,,,,,"Brooklyn, NY. ((anonymous report))",,,
11/8/16 21:16,USA,Salt Lake City,UT,Disk,Dark UFO moving slowly northbound on I-15,40.7670126,-111.8904307,POINT(-111.8904307 40.7670126)
11/8/16 20:50,USA,Appleton,WI,Light,Bright object seen over the city of Appleton WI.,44.2611337,-88.4067603,POINT(-88.4067603 44.2611337)
11/28/16 17:15,USA,Vineland,NJ,Changing,Mother noticed a bright light in the sky and drew my attention to it. ,39.473152,-75.00202645,POINT(-75.0020264495217 39.473152)
,,,,,Couldn't tell if it was a star or plane at first but then noticed,,,
11/8/16 20:30,USA,Kennewick,WA,Oval,Orange color oval with light on top and many lights on the bottom very ,46.2112458,-119.1372337,POINT(-119.1372337 46.2112458)
,,,,,distant through a telescope.,,,
11/8/16 20:00,USA,Sharon,VT,Circle,Flashing bright white and red ring seen in sky above Sharon from highway. ,43.784976,-72.4548339,POINT(-72.4548339 43.784976)
,,,,,((anonymous report)),,,
11/8/16 20:00,USA,Kingston,NY,Light,"There were, in two separate locations in the sky bright flashes of light. ",41.928781,-74.0023699,POINT(-74.0023699 41.928781)
,,,,,Mostly range. There are a few oval shaped volts of rnong. Th,,,
11/8/16 20:00,USA,Chelan,WA,Circle,Saw a doughnut-shaped object that looked like the first star just before ,47.8012197,-120.6276903,POINT(-120.6276903 47.8012197)
,,,,,"sunset. It turned color with the sunset, and did not move.",,,
11/8/16 19:30,USA,Ashland,OH,Egg,Storm clouds. When I looked to the south behind the storm I could see a ,40.7887367,-82.236039,POINT(-82.236039 40.7887367)
,,,,,white egg-shaped craft; reflective.,,,
11/8/16 19:10,CANADA,Squamish,BC,Other,"Large Square flying object constantly rotating while flying or hovering, ",49.7,-123.15,POINT(-123.15 49.7)
,,,,,"with lights, and no sounds from it.",,,
11/8/16 18:00,USA,Clinton,TN,Formation,"Bright lights over Clinton, TN.",36.1034126,-84.1318631,POINT(-84.1318631 36.1034126)
11/8/16 14:30,USA,Florence,MT,Other,Silver lighted group of objects near top of Sweeney Ridge. Uncertain if ,46.6315897,-114.0789958,POINT(-114.0789958 46.6315897)
,,,,,"they were joined, or separate. ((anonymous report))",,,
11/8/16 9:10,USA,Antioch,CA,Triangle,Me & fiance noticed a bright light sitting for a long period of time as if ,38.0049214,-121.8057889,POINT(-121.8057889 38.0049214)
,,,,,it was a star. ((anonymous report. Star??)),,,
11/8/16 7:00,USA,Palm Coast,FL,Unknown,"It started when I woke up, as if I've never fallen asleep, to my dog and ",29.5541432,-81.2207672,POINT(-81.2207672 29.5541432)
,,,,,cat both growling with their hackles standing up.,,,
11/28/16 16:45,USA,Fairfield,ME,Cross,"One light in the center, the brightest then 4 on each side like a plus sign",44.588511,-69.5990749,POINT(-69.5990749 44.588511)
11/8/16 1:20,USA,Anchorage,AK,Triangle,Midnight adventure car ride to the top of a mountain greeted by something ,61.2163129,-149.8948522,POINT(-149.8948522 61.2163129)
,,,,,beyond this earth?,,,
11/8/16 1:00,USA,Morse Mill,MO,Triangle,I seen a triangle light changing gree to blue to white. See it strait to ,38.2767204,-90.6531834,POINT(-90.6531834 38.2767204)
,,,,,the N toward st louis. Video.,,,
11/8/16 0:30,USA,Ypsilanti,MI,Unknown,Large UFO mistaken for airplane bright lights shines down went one ,42.2411499,-83.6129938,POINT(-83.6129938 42.2411499)
,,,,,direction and instantly went opposite direction w/o turning around.,,,
10/8/16 23:45,USA,Oak Creek,WI,Circle,Round Red Orb formed into two orbs and hovered over me a minute I walked ,42.8858503,-87.8631361,POINT(-87.8631361 42.8858503)
,,,,,back in the house came out and they were gone but then they se,,,
10/8/16 23:35,USA,Gastonia,NC,Flash,"Two, separate bright red flashing simultaneously balls of light flying in ",35.262082,-81.1873004,POINT(-81.1873004 35.262082)
,,,,,"formation very low in sky with no sound. Moving N-S, slowly.",,,
10/8/16 23:20,USA,Oak Lawn,IL,Light,Light in Sky Swirled (August 10th 2016). ((anonymous report)),41.7108662,-87.758108,POINT(-87.758108 41.7108662)
10/8/16 23:00,USA,Citrus Heights,CA,Light,A mixture of excitement and sheer curiosity is the intent i am coming from ,38.7071247,-121.281061,POINT(-121.281061 38.7071247)
,,,,,let me say that first. my stance or perspective about my exp,,,
10/8/16 23:00,USA,Fort Lauderdale,FL,Circle,"Driving down the highway there was a big bright circular light, it would ",26.1254381,-80.1381514,POINT(-80.1381514 26.1254381)
,,,,,dim and get really bright again. Then it would break off into,,,
10/8/16 22:30,USA,Sand Springs,OK,Light,Colorful lights in the night sky.,36.1394339,-96.1100024,POINT(-96.1100024 36.1394339)
10/8/16 22:00,USA,Home,PA,Triangle,Layers of illuminating green light in the shape of a triangle moving very ,40.7395087,-79.1053128,POINT(-79.1053128 40.7395087)
,,,,,fast toward the ground. ((Meteor??)),,,
11/28/16 6:51,USA,Athens,GA,Cigar,White flying cigar.,33.94385375,-83.39728979,POINT(-83.3972897876213 33.94385375)
10/8/16 21:34,USA,Angier,NC,Circle,Circular Blue object appearing in the sky,35.507105,-78.7391809,POINT(-78.7391809 35.507105)
10/8/16 21:30,USA,Johnson City,TN,Triangle,Flashing stationary triangles which are not stars,36.3134398,-82.3534727,POINT(-82.3534727 36.3134398)
10/8/16 21:27,USA,East Liverpool,OH,Other,"Very short siting of two bright lights, climbing straight up and ",40.6186756,-80.5772927,POINT(-80.5772927 40.6186756)
,,,,,disappearing.,,,
10/8/16 21:00,USA,Framingham,MA,Teardrop,"Looking out my back porch window after letting my dog outside, I noticed 2 ",42.2792625,-71.4161719,POINT(-71.4161719 42.2792625)
,,,,,lights in the sky resembling a tear drop shape.,,,
10/8/16 20:25,USA,Murfreesboro,TN,Sphere,Dark Red Orb Slowly Moving Across Skyline.,35.9155165,-86.44469333,POINT(-86.4446933327789 35.9155165)
10/8/16 18:30,USA,District Heights,MD,Oval,"Very bright object shining like a star but in an oval shape, and moving ",38.8576128,-76.889417,POINT(-76.889417 38.8576128)
,,,,,"extremely fast, without a smoke trail.",,,
10/8/16 11:20,USA,Lafayette,CO,Triangle,Noticed a triangle object flying from Broomfield area to Boulder. ,29.9978185,-83.2221526,POINT(-83.2221526 29.9978185)
,,,,,((anonymous report)),,,
10/8/16 5:00,USA,Menifee,CA,Circle,Invisible looking with fading out lights around rims of circle.,33.6864432,-117.1770436,POINT(-117.1770436 33.6864432)
10/8/16 3:30,USA,Avon,MA,Fireball,I was getting of exit 19 off of 24 south heading into Avon when I saw a ,42.1306554,-71.0411581,POINT(-71.0411581 42.1306554)
,,,,,green fireball shooting down only a few hundred feet from the g,,,
10/8/16 2:30,USA,Colfax,WA,Circle,Bright flashing light too fast to be anything but a ufo following me in my ,46.8801655,-117.3643494,POINT(-117.3643494 46.8801655)
,,,,,truck.,,,
11/28/16 6:00,USA,Centerville,IL,Fireball,We where just sitting in the car an we seen 2 lights but it looked like car ,31.2579584,-95.9782919,POINT(-95.9782919 31.2579584)
,,,,,lights in the sky so that caught our attention knowing plai,,,
10/8/16 1:30,USA,Mankato,MN,Oval,Dim shape in night sky making incredible movements.,44.1634663,-93.9993504,POINT(-93.9993504 44.1634663)
10/8/16 1:00,USA,Citrus Heights,CA,Unknown,I started investigating on my own starting the end of month July up to ,38.7071247,-121.281061,POINT(-121.281061 38.7071247)
,,,,,present day. Unless objects just disappeared for whatever reason,,,
10/8/16 0:00,USA,Durham,NC,Other,"Saw what sounded like a helicopter, but looked so wrong once, and then two ",35.9940329,-78.8986189,POINT(-78.8986189 35.9940329)
,,,,,more times during a meteor shower.,,,
9/8/16 23:50,USA,Conway,SC,Triangle,"((HOAX??)) Odd blinking lights, 3 in a shape of a triangle, and one dull ",33.8360035,-79.0478142,POINT(-79.0478142 33.8360035)
,,,,,but bright orange sphere shaped light.,,,
9/8/16 23:00,USA,Portland,OR,Flash,"Orbiting object flares, separate flash appears, then object disappears.",45.5202471,-122.6741948,POINT(-122.6741948 45.5202471)
9/8/16 23:00,USA,Detroit,MI,Circle,Orange orb UFO's transform and possibly land on Detroit's westside,42.3486635,-83.0567374,POINT(-83.0567374 42.3486635)
9/8/16 22:37,USA,Atlanta,GA,Triangle,Triangular shaped cluster resembling Stars,33.7490987,-84.3901848,POINT(-84.3901848 33.7490987)
9/8/16 22:10,USA,Bend,OR,Light,Bright white orb.,44.0581728,-121.3153095,POINT(-121.3153095 44.0581728)
9/8/16 21:50,USA,Pearl City,HI,Triangle,Triangle aircraft with a bright red marker light blinking.,21.400594,-157.9704063,POINT(-157.970406293964 21.400594)
9/8/16 21:40,USA,Bel Aire,KS,Disk,Looking into the southeastern sky a cylinder shaped object became extremely ,37.7625125,-97.2669879,POINT(-97.2669879 37.7625125)
,,,,,bright and then became dim. About 5 seconds later one light,,,
11/28/16 1:29,USA,Mooresville,NC,Light,"2 really bright lights separately lit up my room, each lasting about 2.5 ",35.5848596,-80.8100723,POINT(-80.8100723 35.5848596)
,,,,,seconds.,,,
9/8/16 4:00,USA,Jackson,MS,Unknown,"Lights in the sky east of Mississippi, can be seen from Jackson. A small ",39.0462506,-82.64282407,POINT(-82.6428240665736 39.0462506)
,,,,,light came down in the neighbors' front yard.,,,
9/8/16 3:40,USA,Castro Valley,CA,Light,"Driving to work on I-580, saw a glowing craft moving along the coast of ",37.715818,-122.0902877,POINT(-122.090287657374 37.715818)
,,,,,"California. It was a bright greenish color, moved extreamly fas",,,
9/8/16 0:30,USA,Pawleys Island,SC,Fireball,Red flare-like object appeared 15-30 degrees above horizon. The object ,33.4293486,-79.1215911,POINT(-79.1215911 33.4293486)
,,,,,proceeded towards the horizon line at an extremely high speed. A,,,
8/8/16 23:45,USA,Emerald Isle,NC,Fireball,"Yellow Orangish fireball observed over Emerald Isle, NC. ((anonymous ",34.6779399,-76.9507761,POINT(-76.9507761 34.6779399)
,,,,,report)),,,
8/8/16 23:15,USA,Big Stone Gap,VA,Light,Multi-colored light moving sporadically across the sky. ((NUFORC Note: ISS ,36.860479,-82.78393405,POINT(-82.7839340475544 36.860479)
,,,,,was in N sky at 22:55 hrs.. PD)),,,
8/8/16 22:30,USA,Starke,FL,Circle,((NUFORC Note: Witness does not provide any information about the sighting. ,29.9443451,-82.1101136,POINT(-82.1101136 29.9443451)
,,,,,PD)),,,
8/8/16 22:15,USA,Sheridan,WY,Fireball,"Glowing ball of light moved slowly across sky 8/9/16 in UFO in Sheridan, WY.",38.616431,-121.3631689,POINT(-121.3631689 38.616431)
8/8/16 22:00,USA,Washington,MD,Triangle,There are 3 lights in the DC sky that are stationary and forming a triangle.,38.89298535,-77.01858404,POINT(-77.0185840386083 38.89298535)
8/8/16 22:00,USA,Washington,NJ,Triangle,SAW A LARGE TRIANGULAR CRAFT AND OTHER SMALLER ROUND CRAFT IN THE SKY. ,40.7584326,-74.9793377,POINT(-74.9793377 40.7584326)
,,,,,LIKELY NOT OF THIS EARTH.,,,
8/8/16 21:35,USA,Wethersfield,CT,Unknown,Connecticut sighting - blunt triangle shaped craft cruises over dense ,30.1706644,-81.5843709,POINT(-81.5843709 30.1706644)
,,,,,suburban neighborhood at night.,,,
11/28/16 0:00,USA,Grand Junction,CO,Unknown,Strange high-pitched frequencies and a beam of electric light going ,39.063956,-108.5507316,POINT(-108.5507316 39.063956)
,,,,,downwards diagonally before quickly vanishing.,,,
8/8/16 21:00,USA,Bradley Beach,NJ,Light,They just fly over head and disappear to the north parallel to the ocean. ,40.2023355,-74.0120813,POINT(-74.0120813 40.2023355)
,,,,,They look to be very high up. ((NUFORC Note: Aircraft. PD)),,,
8/8/16 20:12,USA,Sandy,UT,Cigar,"Cigar-shaped object hovering over mountains East of Sandy, UT",40.572851,-111.8334495,POINT(-111.833449531627 40.572851)
8/8/16 19:00,USA,Galion,OH,Circle,"When looked at with the naked eye it looked like a circle, but very far ",40.7336688,-82.7899025,POINT(-82.7899025 40.7336688)
,,,,,away. Almost like a star during the day lit sky. Then when we u,,,
8/8/16 18:15,USA,Boise,ID,Changing,"Odd ship that changed shapes, then back to original round shape, possible ",43.61656,-116.2008349,POINT(-116.2008349 43.61656)
,,,,,lights on it.,,,
8/8/16 17:30,USA,Nampa,ID,Circle,Rotating circular object with antennae.,43.5737361,-116.5596312,POINT(-116.5596312 43.5737361)
8/8/16 14:30,USA,Anderson,CA,Other,Bright floating tinfoil looking object.,40.448208,-122.2977814,POINT(-122.2977814 40.448208)
8/8/16 11:16,USA,Jacksonville,FL,Light,At least 20 different colored shining objects in the sky that are moving.,30.3321838,-81.6556509,POINT(-81.6556509 30.3321838)
8/8/16 10:30,USA,Las Cruces,NM,Disk,Bright white disk shaped object travelled along side of our vehicle for ,32.3140354,-106.7798077,POINT(-106.7798077 32.3140354)
,,,,,about 30 minutes.,,,
8/8/16 8:00,USA,Las Vegas,NV,Triangle,Object observed from flight from Las Vegas to Vancouver. ((NUFORC Note: ,36.1662859,-115.1492249,POINT(-115.1492249 36.1662859)
,,,,,Nice photo of approaching B2 bomber. PD)),,,
8/8/16 6:20,USA,Ocean City,MD,Circle,"UFO during sunrise. ((NUFORC Note: Lens flares, caused by pointing a camera ",38.3348728,-75.0847658,POINT(-75.0847658 38.3348728)
,,,,,toward the Sun. PD)),,,
11/27/16 22:15,CANADA,Carrying Place,ON,Light,"White light, maybe elliptical in shape with several coloured pulsating ",43.8088119,-79.2334018,POINT(-79.2334018 43.8088119)
,,,,,lights. ((NUFORC Note: Star?? PD)),,,
8/8/16 1:30,USA,Longview,WA,Disk,"White saucer shaped craft, with black tinted windows, and with no noise.",46.1427302,-122.9556409,POINT(-122.9556409 46.1427302)
8/8/16 0:00,USA,Wilmington,NC,Light,Bright green neon laser light.,34.2257282,-77.9447106,POINT(-77.9447106 34.2257282)
7/8/16 23:55,USA,Elliottsburg,PA,Unknown,Craft with orange lights moved north of me.,40.3889725,-77.2888739,POINT(-77.2888739 40.3889725)
7/8/16 23:24,USA,Cement City,MI,Fireball,"A ball of light, followed by fire, went through the sky and stopped to ",42.0700423,-84.3305041,POINT(-84.3305041 42.0700423)
,,,,,blend in as a star.,,,
7/8/16 22:30,USA,Lady Lake,FL,Cross,((NUFORC Note: Witness provides no information. PD)) ((anonymous report)),28.9174855,-81.9228603,POINT(-81.9228603 28.9174855)
7/8/16 21:35,USA,Indianapolis,IN,Circle,Watched an orange circular globe travel from east to west. It disappeared ,39.7683331,-86.1583501,POINT(-86.1583501 39.7683331)
,,,,,after it enters a high cloud.,,,
7/8/16 21:30,USA,Hastings,MN,Light,Looking North East. We see what we first thought was a plane. But it looked ,44.7426933,-92.8518696,POINT(-92.8518696 44.7426933)
,,,,,"out of place. Only bright forward light. No blinking, red,",,,
7/8/16 21:30,USA,Edgerton,WI,Sphere,Flying bright orbs that flew around in a tight area like firefilies,42.8334738,-89.0694899,POINT(-89.0694899 42.8334738)
7/8/16 21:20,USA,Antioch,CA,Light,2 orange lights ascended into the sky until no longer visible. ((anonymous ,38.0049214,-121.8057889,POINT(-121.8057889 38.0049214)
,,,,,report)),,,
7/8/16 19:44,USA,Yonkers,NY,Circle,Bright orange circle broad daylight. ((anonymous report)),40.9312099,-73.8987468,POINT(-73.8987468 40.9312099)
11/27/16 19:30,USA,St. Petersburg,FL,Circle,Same light shape 2 different days same approximate time.,27.77330515,-82.6469933,POINT(-82.6469933 27.77330515)
7/8/16 4:09,USA,College Park,MD,Triangle,"Two triangle UFOs were spotted, one followed a commercial plane for a few ",38.980666,-76.9369188,POINT(-76.9369188 38.980666)
,,,,,seconds.,,,
7/8/16 2:30,USA,Monte Cristo Range,UT,Unknown,My girlfriend and I went up to the mountains to lay under the stars and ,41.5499389,-111.4862841,POINT(-111.4862841 41.5499389)
,,,,,"look for stars, satellites, and meteors. We saw plenty of them.",,,
7/8/16 1:12,USA,Los Banos,CA,Triangle,"Triangle shape, with 3 lights.",37.0592253,-120.8505341,POINT(-120.8505341 37.0592253)
7/8/16 0:30,USA,Seattle,WA,Cigar,Straight Line of White Circular Lights Traveling W to E,47.6038321,-122.3300623,POINT(-122.3300623 47.6038321)
6/8/16 23:30,USA,Roanoke,VA,Oval,Craft over the city with two bright lights on the middle. It just sat there ,37.270973,-79.9414312,POINT(-79.9414312 37.270973)
,,,,,with out moving. It was as big as a blimp.,,,
6/8/16 23:27,USA,Bridgeport,CT,Sphere,"Orange orb flys over Bridgeport, CT.",30.4925301,-81.6112302,POINT(-81.6112302 30.4925301)
6/8/16 23:00,USA,Saugerties,NY,Circle,"Appeared from nowhere in the east sky moving slowly south, then just ",42.0775906,-73.9529125,POINT(-73.9529125 42.0775906)
,,,,,disappeared.,,,
6/8/16 23:00,USA,Dresden,OH,Triangle,((HOAX??)) Boy scout road UFO sighting.,40.1214579,-82.0106917,POINT(-82.0106917 40.1214579)
6/8/16 22:45,USA,Layton,UT,Light,They looked like a hundreds of satellites drifting through the sky. ,41.0602888,-111.9661494,POINT(-111.9661494 41.0602888)
,,,,,Glittery blinking lights heading Northwest. Very strange. I can't s,,,
6/8/16 22:30,USA,Stanton,KY,Light,3 red lights moving in the sky over the trees,37.8456373,-83.8582524,POINT(-83.8582524 37.8456373)
11/27/16 16:58,USA,Bay Shore,NY,Light,Super bright spherical stationary object hovering no sound South Westerly ,40.7250986,-73.2453945,POINT(-73.2453945 40.7250986)
,,,,,"L.I., NY at daylight to dusk.",,,
6/8/16 22:00,USA,Bemidji,MN,Light,"Fast, bright moving object in Northern Minnesota",47.478654,-94.8908019,POINT(-94.8908019 47.478654)
6/8/16 21:30,USA,Grand Blanc,MI,Light,Looked like stars at first. Then stars where moving slow and low in the ,42.9275277,-83.6299517,POINT(-83.6299517 42.9275277)
,,,,,sky. There was no sound. We saw two lights joined. It was nothi,,,
6/8/16 21:30,USA,Windham,NY,Unknown,"Orange balls or boat shapes, silent slow, over 15.",42.3073066,-74.2520874,POINT(-74.2520874 42.3073066)
6/8/16 21:30,USA,Mt. Lookout,WV,Unknown,"Very Bright Lights over Mt. Lookout, WV.",38.1667776,-80.9117643,POINT(-80.9117643 38.1667776)
6/8/16 21:30,USA,Boise,ID,Circle,Right in the middle Vega and Arcturus was a bright circular light that ,43.61656,-116.2008349,POINT(-116.2008349 43.61656)
,,,,,looked like a planet but disappeared after only 20 minutes.,,,
6/8/16 20:50,USA,New Lenox,IL,Fireball,About a dozen fireballs passing overhead in single file but irregularly ,41.5119761,-87.9656097,POINT(-87.9656097 41.5119761)
,,,,,spaced. ((anonymous report)),,,
6/8/16 20:45,USA,Nampa,ID,Circle,Shiny daytime ufo over nampa idaho 08/06/2016,43.5737361,-116.5596312,POINT(-116.5596312 43.5737361)
6/8/16 20:17,USA,Meridian,ID,Oval,"Bright orb viewed in twilight and night sky over Meridian/Nampa, Idaho. ",43.6086295,-116.3923259,POINT(-116.3923259 43.6086295)
,,,,,((anonymous report))((NUFORC Note: Pilot report. PD)),,,
6/8/16 20:10,USA,Elyria,OH,Cylinder,White cylinder.,41.368251,-82.1065756,POINT(-82.1065756 41.368251)
6/8/16 20:00,USA,Bridgeport,CT,Light,I saw a yellow orange light in the distance Thaught it might have been the ,30.4925301,-81.6112302,POINT(-81.6112302 30.4925301)
,,,,,moon but as we got to Ansonia it was HUGE,,,
12/17/16 21:00,USA,San Pedro,CA,Other,Object changing colors and slowly going up into the sky. Bright and almost ,33.7358518,-118.2922933,POINT(-118.2922933 33.7358518)
,,,,,not moving at all. ((NUFORC Note: Sirius? PD)),,,
11/27/16 12:45,USA,Longmont,CO,Rectangle,One rectangular object was in the sky with what appeared to be a small ,40.1672117,-105.1019286,POINT(-105.1019286 40.1672117)
,,,,,plane close to it. ((anonymous report)),,,
6/8/16 19:45,USA,Boise,ID,Changing,White stationary object remaining for >20 min and counting very very high ,43.61656,-116.2008349,POINT(-116.2008349 43.61656)
,,,,,in atmosphere. Changing shape from oval to angular.,,,
6/8/16 19:30,USA,Garner,NC,Oval,Saw UFO between a double-rainbow outside a restaurant. ((NUFORC Note: ,35.7112642,-78.6141708,POINT(-78.6141708 35.7112642)
,,,,,"Possible lens flare, we suspect. PD))",,,
6/8/16 12:15,USA,Overland Park,KS,Circle,White roundish object moving in sky.,38.9822282,-94.6707916,POINT(-94.6707916 38.9822282)
6/8/16 11:30,USA,Glendale,CA,Triangle,"Huge black triangular UFO seen over Los Angeles, CA, at 11:30 AM, August ",34.142498,-118.2485959,POINT(-118.2485959 34.142498)
,,,,,"06, 2016.",,,
6/8/16 9:43,USA,St. Paul,MN,Formation,Three bright lights in a perfect triangle position. Above Dayton Bluff area ,44.9504037,-93.1015025,POINT(-93.1015025 44.9504037)
,,,,,"& east side of the St paul,MN",,,
5/8/16 23:45,USA,Coweta,OK,Fireball,Basketball sized dull reddish orange Orb flew decidedly around tree tops ,35.9517674,-95.6508139,POINT(-95.6508139 35.9517674)
,,,,,and past my 3rd story apartment balcony.,,,
5/8/16 22:40,USA,Freedom,NH,Light,Single light with a slight halo moving across the sky like a satellite; ,43.812729,-71.0362239,POINT(-71.0362239 43.812729)
,,,,,continuously changed its speed. ((NUFORC Note: ISS. PD)),,,
5/8/16 22:35,USA,Kenmore,WA,Light,Moving small white star (International space station?) ((anonymous report)) ,47.7573202,-122.2440147,POINT(-122.2440147 47.7573202)
,,,,,((NUFORC Note: ISS @ 22:25 hrs.. PD)),,,
5/8/16 21:46,USA,Mason,WV,Fireball,Bright red object seen in sky. ((anonymous report)),38.7499013,-82.0524559,POINT(-82.0524559 38.7499013)
5/8/16 21:00,USA,New Hope,PA,Triangle,Three triangular shaped crafts with bright orange lights,40.3642728,-74.9512784,POINT(-74.9512784 40.3642728)
11/27/16 12:35,USA,Kenmore,WA,Circle,Bird or UFO?,47.7573202,-122.2440147,POINT(-122.2440147 47.7573202)
5/8/16 21:00,USA,New Britain,CT,Changing,"Green light pulsating vertically for about 15 minutes behind clouds, when ",38.620656,-89.8859049,POINT(-89.8859049 38.620656)
,,,,,clouds passed green light went into a ball and craft flew of,,,
5/8/16 3:00,USA,Clinton,MI,Light,3 crafts spotted hovering for hours over Lenawee County. Red & white ,32.34672,-90.33908742,POINT(-90.3390874161175 32.34672)
,,,,,"flashing lights approached quickly, then slowly rise into sky.",,,
5/8/16 2:39,USA,Oak Hill,KS,Unknown,"When going through the pictures I had taken, I noticed a few pictures with ",39.2482136,-97.3413489,POINT(-97.3413489 39.2482136)
,,,,,an object in them.,,,
5/8/16 1:30,USA,Lexington,SC,Unknown,2 lights combined to become one and dissapeared. ((anonymous report)),33.9815369,-81.2362106,POINT(-81.2362106 33.9815369)
5/8/16 0:00,USA,Apopka,FL,Oval,colored oval shaped light in the sky.,28.7414145,-81.5344293,POINT(-81.5344293037456 28.7414145)
4/8/16 22:50,USA,Del Valle,TX,Triangle,Triangular blue aircraft seen leaving/darting from commercial airplane at ,30.327985,-97.6191693,POINT(-97.6191693 30.327985)
,,,,,night.,,,
4/8/16 22:00,USA,Chincoteague,VA,Formation,Lights flashed for about 4 seconds then went away. About 2 minutes later it ,37.9331799,-75.378814,POINT(-75.378814 37.9331799)
,,,,,happened again but in a different pattern.,,,
4/8/16 20:30,USA,Upper St. Clair,PA,Egg,"Bright white object seen before sundown, larger than a star or planet, but ",40.3359029,-80.083388,POINT(-80.083388 40.3359029)
,,,,,disappeared by nightfall.,,,
4/8/16 20:30,USA,Barre,MA,Circle,Two orange orbs being chased by a military craft.,42.4228679,-72.1050786,POINT(-72.1050786 42.4228679)
4/8/16 20:20,USA,Pittsburgh,PA,Light,"Very large, non-moving object northern sky at 340 deg.. It was like the ",40.4416941,-79.990086,POINT(-79.990086 40.4416941)
,,,,,largest non-twinkling star I've ever seen but it was too early.,,,
11/27/16 11:30,USA,Maui,HI,Unknown,Two brown metal pipes side by side in cloud that did not move.,20.8029568,-156.3106832,POINT(-156.310683216022 20.8029568)
4/8/16 20:00,USA,Ludlow,MA,Light,"BRIGHT LIGHT, LUDLOW, MA, EAST STREET.",42.20223475,-72.45946586,POINT(-72.4594658616614 42.20223475)
4/8/16 19:53,USA,Fairborn,OH,Cigar,Metallic Pill Shaped UFO flys overhead at park near Wright Patterson Air ,39.8067455,-84.01023318,POINT(-84.0102331768371 39.8067455)
,,,,,Force Base.,,,
4/8/16 19:37,CANADA,Kamloops,BC,Changing,Flying object outside of aircraft.,50.65085341,-120.349746,POINT(-120.349745994595 50.6508534135135)
4/8/16 19:30,USA,Murfreesboro,TN,Circle,Green ball bouncing around in front of storm.,35.9155165,-86.44469333,POINT(-86.4446933327789 35.9155165)
4/8/16 2:00,USA,Rosedale,MD,Flash,"((HOAX??)) In Rosedale MD.at 2:00 a.m looking up in the sky, I noticed a ",39.3201074,-76.515519,POINT(-76.515519 39.3201074)
,,,,,circle shaped object. ((anonymous report)),,,
